epoch,loss,rmse_dist,rmse_x,rmse_y,total_loss,val_loss,val_rmse_dist,val_rmse_x,val_rmse_y,val_total_loss
0,0.1754049807786941,0.218728557229042,0.0721392482519149,0.2353469729423523,0.1754049807786941,0.1673806309700012,0.2006743848323822,0.070495881140232,0.2290540784597396,0.1667414456605911
1,0.1617850661277771,0.1898859292268753,0.0718603134155273,0.223608985543251,0.1617850661277771,0.1586389392614364,0.1895278543233871,0.070339061319828,0.2149253189563751,0.158264085650444
2,0.1501663923263549,0.1715486794710159,0.0715261697769165,0.2074241191148758,0.1501663923263549,0.1448830068111419,0.1663103997707367,0.0707588046789169,0.1962894052267074,0.1444528549909591
3,0.1391084194183349,0.1619772315025329,0.0711890086531639,0.1841588020324707,0.1391084194183349,0.1332447826862335,0.157331570982933,0.0699420645833015,0.1718087792396545,0.1330274492502212
4,0.1289972364902496,0.1556479930877685,0.0710989013314247,0.1602450013160705,0.1289972364902496,0.1252669543027877,0.1542574018239975,0.0714572444558143,0.1499240547418594,0.1252129077911377
5,0.121130384504795,0.1517257541418075,0.0705731809139251,0.1410921514034271,0.121130384504795,0.1173688471317291,0.1498676538467407,0.0693893209099769,0.1328120231628418,0.1173563376069068
6,0.1148500367999076,0.1483632326126098,0.0702811777591705,0.1259056180715561,0.1148500367999076,0.1130086705088615,0.1492606699466705,0.0694373175501823,0.1204926148056984,0.1130635365843772
7,0.109897494316101,0.1452597230672836,0.0699920058250427,0.1144406646490097,0.109897494316101,0.1084690764546394,0.1456394493579864,0.0688131675124168,0.1112182661890983,0.1085569709539413
8,0.1055259406566619,0.1421924233436584,0.0697381868958473,0.1046471372246742,0.1055259406566619,0.1044109985232353,0.1410893052816391,0.0688741356134414,0.103458933532238,0.104474127292633
9,0.1022863462567329,0.1403739005327224,0.0694076120853424,0.0970775112509727,0.1022863462567329,0.0998245999217033,0.1389010101556778,0.068242497742176,0.0924209579825401,0.0998548120260238
10,0.0992478653788566,0.1375364363193512,0.0690750926733017,0.0911321118474006,0.0992478653788566,0.0975655391812324,0.1384219229221344,0.0681254640221595,0.0861153006553649,0.0975542366504669
11,0.0969679355621337,0.1368340253829956,0.0688311606645584,0.0852387025952339,0.0969679355621337,0.0948200151324272,0.1361108720302581,0.0677116587758064,0.0809499993920326,0.0949241742491722
12,0.0947194993495941,0.1343731880187988,0.0685212016105651,0.0812641158699989,0.0947194993495941,0.0930642932653427,0.1341443806886673,0.0687223300337791,0.0766092538833618,0.0931586548686027
13,0.0931801572442054,0.1334252506494522,0.0684022530913353,0.0777128711342811,0.0931801572442054,0.0908224433660507,0.1323511302471161,0.067539595067501,0.0730014592409133,0.0909640714526176
14,0.0913274437189102,0.1313126385211944,0.0679571032524108,0.0747127309441566,0.0913274437189102,0.0891563296318054,0.1308227628469467,0.0669288635253906,0.0699329674243927,0.0892281979322433
15,0.089367501437664,0.1298375278711319,0.0675242692232132,0.0707406476140022,0.089367501437664,0.0878201201558113,0.1307216733694076,0.0664127841591835,0.0667227059602737,0.0879524052143096
16,0.0882680937647819,0.12840037047863,0.067181147634983,0.06922297924757,0.0882680937647819,0.0861060246825218,0.128410130739212,0.0661011710762977,0.064092718064785,0.086201325058937
17,0.0865600183606147,0.1270567327737808,0.0667794272303581,0.0658438205718994,0.0865600183606147,0.0863020047545433,0.1266093254089355,0.0659931823611259,0.0660799890756607,0.0862274914979934
18,0.0859002992510795,0.1262198239564895,0.0663521364331245,0.0651287883520126,0.0859002992510795,0.0839326828718185,0.1253091394901275,0.0653095468878746,0.0615997202694416,0.0840727984905242
19,0.084917314350605,0.1250933408737182,0.0659246370196342,0.0637338683009147,0.084917314350605,0.0825246945023536,0.1241079121828079,0.0648328214883804,0.0586055479943752,0.0825154408812522
20,0.0835326761007309,0.1239916905760765,0.0653587654232978,0.0612476654350757,0.0835326761007309,0.0816661566495895,0.1231259033083915,0.0646285936236381,0.0571515336632728,0.0816353484988212
21,0.082688383758068,0.1230978816747665,0.0652015730738639,0.0597656555473804,0.082688383758068,0.0802738666534423,0.1220304369926452,0.0637838542461395,0.0551715679466724,0.0803286135196685
22,0.0813350304961204,0.1216565445065498,0.0645438656210899,0.0578045584261417,0.0813350304961204,0.0815752446651458,0.1242055147886276,0.0636032819747924,0.0576533041894435,0.0818207040429115
23,0.0805763378739357,0.1203911527991294,0.0640410333871841,0.0572968497872352,0.0805763378739357,0.0782833099365234,0.1202027648687362,0.0628520548343658,0.0521544478833675,0.0784030929207801
24,0.0796903595328331,0.1201016083359718,0.0634153112769126,0.0555540360510349,0.0796903595328331,0.0791872590780258,0.1228464469313621,0.0625204890966415,0.0517745465040206,0.0790471658110618
25,0.0788239985704422,0.1185452193021774,0.062946505844593,0.0549802593886852,0.0788239985704422,0.0770154818892479,0.1188403218984603,0.062164731323719,0.0505003072321414,0.0771684572100639
26,0.0775868073105812,0.1175329759716987,0.0624034218490123,0.0528240054845809,0.0775868073105812,0.0761367753148078,0.116895243525505,0.0626879185438156,0.049112144857645,0.0762317776679992
27,0.0770549923181533,0.1167981028556823,0.0619539134204387,0.0524129308760166,0.0770549923181533,0.0755322352051734,0.1169715449213981,0.0614830628037452,0.0486641861498355,0.0757062584161758
28,0.0762711837887764,0.1149702817201614,0.0615792460739612,0.0522640570998191,0.0762711837887764,0.0769822522997856,0.1230422481894493,0.0603045895695686,0.048599224537611,0.0773153603076934
29,0.0755683258175849,0.1153606101870536,0.0610013902187347,0.0503429882228374,0.0755683258175849,0.0735687538981437,0.1142440214753151,0.0603283122181892,0.0462913215160369,0.0736212208867073
30,0.0748551860451698,0.1140314042568206,0.0602971278131008,0.0502370446920394,0.0748551860451698,0.0747537538409233,0.1179968416690826,0.0597146861255168,0.0475247018039226,0.0750787407159805
31,0.0736958533525466,0.1131865531206131,0.0596812814474105,0.0482196882367134,0.0736958533525466,0.0724229365587234,0.1134515404701232,0.059306439012289,0.0446118004620075,0.0724565833806991
32,0.0731483027338981,0.1125729829072952,0.0592437796294689,0.0476280972361564,0.0731483027338981,0.0719949603080749,0.1141522228717804,0.0585636235773563,0.0441563427448272,0.072290726006031
33,0.072127491235733,0.1111524179577827,0.0585110560059547,0.046719029545784,0.072127491235733,0.0704441964626312,0.1115460991859436,0.057687409222126,0.0428017117083072,0.0706784054636955
34,0.0717218592762947,0.1110141351819038,0.0580715090036392,0.0460799075663089,0.0717218592762947,0.0699830576777458,0.1100293025374412,0.0572976283729076,0.043098546564579,0.0701418295502662
35,0.0705887675285339,0.1094041764736175,0.0574615560472011,0.0449006967246532,0.0705887675285339,0.0708435326814651,0.111041210591793,0.0568838864564895,0.0447613894939422,0.0708955004811286
36,0.0702504739165306,0.1088782846927642,0.0570089519023895,0.0448642410337924,0.0702504739165306,0.0694053173065185,0.1083780601620674,0.0563080199062824,0.0440927110612392,0.0695929229259491
37,0.0693785771727562,0.107817456126213,0.0562222599983215,0.044096004217863,0.0693785771727562,0.0679842978715896,0.1082104444503784,0.055432453751564,0.0406659394502639,0.0681029334664344
38,0.0685345008969307,0.1071141958236694,0.055624384433031,0.0428649522364139,0.0685345008969307,0.0671436786651611,0.1068299785256385,0.0555738061666488,0.0396747142076492,0.0673594996333122
39,0.0685107856988906,0.1074927970767021,0.0552224516868591,0.0428171902894973,0.0685107856988906,0.0665720105171203,0.1061726063489914,0.0546708777546882,0.0393894873559474,0.0667443200945854
40,0.0674748197197914,0.1053056195378303,0.054624006152153,0.0424949154257774,0.0674748197197914,0.0670055150985717,0.1054115667939186,0.0545250177383422,0.0418198853731155,0.0672521740198135
41,0.066981092095375,0.1052087321877479,0.0541570819914341,0.041577473282814,0.066981092095375,0.0655345320701599,0.1047864779829979,0.0535815022885799,0.0388029403984546,0.0657236501574516
42,0.0663031488656997,0.104590967297554,0.0535033717751503,0.04081517085433,0.0663031488656997,0.0652907565236091,0.1046609729528427,0.052843403071165,0.0391867980360984,0.0655637234449386
43,0.0656471475958824,0.1032108813524246,0.0531245358288288,0.0406060628592968,0.0656471475958824,0.065048761665821,0.1031386330723762,0.0548478253185749,0.0378899946808815,0.0652921497821807
44,0.0650368481874466,0.1027386561036109,0.0528364367783069,0.039535466581583,0.0650368481874466,0.0651607811450958,0.1035086289048194,0.0544343553483486,0.0384852029383182,0.0654760673642158
45,0.0644764155149459,0.1025047972798347,0.0519948452711105,0.0389296188950538,0.0644764155149459,0.0630352422595024,0.1018004268407821,0.0519648753106594,0.0361667200922966,0.0633106753230094
